sdg_id,title,short_description,long_description
khm_1131,Cambodia Rural Energy Services Project,ELECTRICAL TRANSMISSION/DISTRIBUTION,"Through this Initiative, AusAID will provide funding to the World bank for development of rural energy services in Cambodia.The project will improve powersector efficiency and reliability and reduce electricity supply costs in rural areas, improve living standards and foster economic development in rural areas, reduce greenhouse gas emissions by supporting renewable energy, and remove barriers to renewable energy development."
khm_3368,Procurement and Services for the Design of Join Eu Program to Support Sub-National Democratic Development,DECENTRALISATION AND SUPPORT TO SUBNATIONAL GOVT.,To support national and sub-national agencies jointly develop structures and capacities enabling them to be more responsive to citizens.
khm_3420,PROGRAMME DE DEMINAGE CMAC: CAMB.MINE ACTION CENTER,PROGRAMME DE DEMINAGE : CAMBODIA MINE ACTION CENTER,
khm_0841,Asian Elephant Conservation,ASIAN ELEPHANT CONSERVATION,"Preserving elephant habitat connectivity in Eastern Maondulkiri, Cambodia"
khm_0971,Beef Cattle Feeding Systems Cambodia,BEEF CATTLE FEEDING SYSTEMS CAMBODIA,"Cambodian farmers are looking at potential cattle production however providing feed for cattle is a major challenge for 8 months of the year, and this problem is compounded by labour demands (up to 8 hours daily) associated with feeding cattle. This project seeks to increase cattle productivity of smallholder farmers in Cambodia by improving feed availability and quality throughout the year and reducing the labour requirements associated with feeding cattle. It capitalises on the recent introduction of improved forages and fodder banks to Kampong Cham by CIAT (Livelihood and Livestock Systems Project, Jan 2003-Dec 2005). (AH/2003/008)"
khm_1798,Eau et assainissement,EAU ET ASSAINISSEMENT,accÌ¬s ÌÊ l'eau potable et ÌÊ l'assainissement en milieu rural dans 5 provinces du CAMBODGE
khm_1517,CONVERSION OF A MARKETING DRAFT FOR COMPOST IN CAMBODIA,CONVERSION OF A MARKETING DRAFT FOR COMPOST IN CAMBODIA,
khm_3456,Project to Support Democratic,PROJECT TO SUPPORT DEMOCRATIC,Local government structures and systems strengthened
khm_0316,Partnerships and Linkages,PARTNERSHIPS AND LINKAGES,"Funding under this initiative provides support for the Cambodia Delivering Better Health Program through the provision of financial support to the World Bank, funding to non-government organisation to support implementation of the Fast Track Initiative to reduce maternal and child mortality and discrete funding to key multilateral agencies. The total value of this initiative is $96.7 million over 10 years, starting 2006-07."
khm_2457,Humanitarian Demining in Cambodia,HUMANITARIAN DEMINING IN CAMBODIA,"The reduction of landmine victims in Cambodia as part of the overall measures to increase development, Handicap International"
khm_1539,Creating areas of intensive care for newborns in 10 hospitals in many provinces of Cambodia,CREATING AREAS OF INTENSIVE CARE FOR NEWBORNS IN 10 HOSPITALS IN MANY PROVINCES OF CAMBODIA,Creating areas of intensive care for newborns in 10 hospitals in many provinces of Cambodia
khm_4606,UNV - UNESCO - NATURAL RESOURCES MANAGEMENT - GILSING,UNV - UNESCO - NATURAL RESOURCES MANAGEMENT - GILSING,UNV - UNESCO - NATURAL RESOURCES MANAGEMENT - GILSING
khm_2836,LAND MANAGEMENT/ADMINISTRATION,RURAL DEVPT: LAND MANAGEMENT & ADMIN. ISSUES,
khm_1097,"CAMBODIA INST. OF TECHNOLOGY / EDUC, SEC / ITC STAFF/CURRIC DEV",CAMBODIA INST. OF TECHNOLOGY,
khm_3146,"NMH - PRRO 10305.0 - Lieferung von 2.602 mt Reis, 136 mt PflanzenÌ¦l und 50 mt Salz",EMERGENCY FOOD AID,"NMH - PRRO 10305.0 - Lieferung von 2.602 mt Reis, 136 mt PflanzenÌ¦l und 50 mt Salz"
khm_3134,NGO CO-FINANCING - Support to NGOs - Irish - CSF Dev Assist. MICRO - CSFMP028-08 CAMBODIA EDUC,SUPPORT TO NGOS - IRISH - CSF DEV ASSIST. MICRO,"The Civil Society Fund, (CSF), introduced in 2006, rationalised a number of previously existing schemes and is designed to simplify the administration of more effective and efficient funding for the development activities of NGOs[1]. The CSF should enabl"
khm_4094,Subside de la province Flandre-Occidentale: construction d'un b?timent muti-fonctionnelle,SUBSIDE DE LA PROVINCE FLANDRE-OCCIDENTALE: CONSTRUCTION D'UN B?TIMENT MUTI-FONCTIONNELLE,
khm_1067,CAMBODIA CBNRM LEARNING INSTITUTE,CAMBODIA CBNRM LEARNING INSTITUTE,
khm_3205,Oxfam-America Inc,OXFAM-AMERICA INC,"to promote the widespread adoption of labor-saving weeder machines tailored for smallholder women farmers in Cambodia by launching a marketing strategy to stimulate demand, and working with local fabrication businesses to promote supply."
khm_3708,REPRODUCTIVE HEALTH,PROCUREMENT OF CONTRACEPTIVES,
khm_1012,BOURSES D'ETUDES HUOT ET CHHUO,BOURSES D'ETUDES HUOT ET CHHUO,
khm_0214,Dispatch of Volunteers,DISPATCH OF VOLUNTEERS,To give a lecture on automobile maintenance
khm_4133,Support for the War Crimes Tribunal,SUPPORT FOR THE WAR CRIMES TRIBUNAL,The purpose is to support the War Crimes Tribunal and to contribute to secure an efficient pursuit of the court cases against the Khmer Rouge.
khm_0954,Basic Education - Education Systems,BASIC EDUCATION - EDUCATION SYSTEMS,"Basic Education - Contribute to sustained improvements in education quality, efficiency, and equity through strengthened education policy, governance, financing, facilities, human resources, public information, and management of education services. A range of activities may target the national, regional, district, and community levels of the education system; pre-primary, primary, lower-secondary, upper secondary, and non-formal education; and public or private education. [through Government of"
khm_2399,Historic Temple Site Angkor,HISTORIC TEMPLE SITE ANGKOR,Preservation of the Historic Temple Site Angkor
khm_4246,Technical Assistance for Cambodia - Banking and Financial Services,TECHNICAL ASSISTANCE FOR CAMBODIA - BANKING AND FINANCIAL SERVICES,"The resident advisor is providing technical assistance in the area of banking supervision to the National Bank of Cambodia (NBC). Specifically, the resident advisor is focusing on strengthening offsite banking supervision, including: compliance with Basel principles; moving the NBC Banking Supervision Department s approach to risk-based supervision; consolidated supervision of banking and other activities that may be carried out by banking groups; and adoption of IFRS standards."
khm_1500,Continuation of Assistance to People with Disabilities and Mine-Affected Communities of Cambodia,CONTINUATION OF ASSISTANCE TO PEOPLE WITH DISABILITIES AND MINE-AFFECTED COMMUNITIES OF CAMBODIA,Continuation of Assistance to People with Disabilities and Mine-Affected Communities of Cambodia
khm_1525,COORDINATION AND MANAGEMENT,COORDINATION AND MANAGEMENT,COORDINATION AND MANAGEMENT
khm_3774,"Rural Livelihoods Improvement Project in Kratie, Preah Vihear and Ratanakiri",,"The project will work to make a positive and sustainable impact on agricultural development. About 22,600 households in 84 poor communes will take part. Activities will focus on capacity-building, skills training, technology transfer, improvement of food security, agricultural productivity and natural resource management, income generation and development of market-oriented production."
khm_3163,NZ Development Scholarships (NZDS): Open,NZ DEVELOPMENT SCHOLARSHIPS (NZDS): OPEN,New Zealand Development Scholarship is a new scholarship programme under the Cambodia bilateral programme. Each year up to 10 NZDS scholarships are offered to Cambodia citizen to study at a post graduate level in NZ..
khm_2288,GIS for sustainable 'Water Management in Siem Reap,GIS FOR SUSTAINABLE 'WATER MANAGEMENT IN SIEM REAP,GIS for sustainable 'Water Management in Siem Reap
khm_3035,Monitoring and Evaluation,MONITORING AND EVALUATION,"The Cambodia Australian Scholarships Program aims to improve human resource capacity in Cambodia consistent with the sectoral, regional, transboundary and emerging priorities of the Cambodia-Australia development cooperation program and the broader bilateral relationship. It will 1) provide individuals with the competencies and capabilities that will enable them to contribute to CambodiaåÕs development using their new knowledge effectively; 2) help address the human resource needs of Cambodian institutions; and 3) enhance mutual understanding and contribute to linkages between individuals in Australia and Cambodia and within the region."
khm_4217,"SUPPRT FOR THE PREP OF HARMONIZED SECTOR ASSESSMENTS,STRATEGIES,&     ","ADB Sector code: 3603, ADB Sector Name: Economic and Public Affairs Management",
khm_0102,Young peopleÛªs SRH and sexuality education,YOUNG PEOPLEÛªS SRH AND SEXUALITY EDUCATION,DEPTDESC: Cambodia - Phnom-Penh - FUNDDESC: CO Programme Delivery
khm_4615,Urban Poverty Reduction,ECONOMIC AND DEVELOPMENT POLICY/PLANNING,"Enhanced national and local capacities to plan, monitor, report and evaluate the MDGs and related national development priorities, including within resource frameworks"
khm_0247,Head of Mission Fund: Cambodia,HEAD OF MISSION FUND: CAMBODIA,Head of Mission Fund: Cambodia
khm_2917,"MANAGEMENT VON LAND- UND WASSERRESSOURCEN IN LAOS, KAMBODSCHA UND VIETNAM",RURAL DEVELOPMENT,
khm_3910,Small Value Diplomacy Visibility,SMALL VALUE DIPLOMACY VISIBILITY,"The Community Development Fund (CDF) 2010-13 contributes to the development of Cambodia's civil society, particularly in rural areas. It aims to: (1) reduce rural poverty through agricultural development, agribusiness and increasing food and livelihood security; (2) strengthen the health system with a focus on maternal and child health; (3) improve the protection and promotion of individual rights and responsibilities; and (4) strengthen good governance, eliminate discrimination against women and ensure disability inclusion. Under this program grants are provided annually to INGOs and LNGOs. The total value of this initiative is $3 million over 3 years, starting 2010-11."
khm_1113,CAMBODIA PAF,CAMBODIA PAF,
khm_0832,Asian Elephant Conserv-Species Conservation Grant,ASIAN ELEPHANT CONSERV-SPECIES CONSERVATION GRANT,Strengthening Government and Local Capacity for Elephant Conservation in Northeast Cambodia
khm_0221,EDUCATION DE BASE - FORMATION ENSEIGNANTS ( BETT )  3 PROVINCES,EDUCATION DE BASE - FORMATION ENSEIGNANTS ( BETT ) 3 PROVINCES,
khm_1385,COMMISSION RIVIERE MEKONG RENFORCEMENT INSTITUTIONEL,COMMISSION RIVIERE MEKONG RENFORCEMENT INSTITUTIONEL,COMMISSION RIVIERE MEKONG RENFORCEMENT INSTITUTIONEL
khm_2188,Frais administratifs (personnel des SCAC/EAF),FRAIS ADMINISTRATIFS (PERSONNEL DES SCAC/EAF),Frais administratifs (personnel des SCAC/EAF) Cambodge
khm_3007,MINECLEARING AROUND SCHOOLS IN CAMBO,MINECLEARING AROUND SCHOOLS IN CAMBO,"ANSV.ENHET/KOSTSTED: AVDELING FOR FN-SPÌ÷RSMÌÉL, FRED OG FORSONING/SEKSJON FOR HUMANITÌ RE SPÌ÷RSMÌÉL"
khm_4293,The Integrated rural development project in Kampot Province,THE INTEGRATED RURAL DEVELOPMENT PROJECT IN KAMPOT PROVINCE,Improvement of the agricultural productivity and farmer's income through the integrated rural development and training farming skill
khm_2191,Frame agreement with NGO (Fida Int.),FRAME AGREEMENT WITH NGO (FIDA INT.),"Community Health Education Programme. The programme aims to empower a local partner for independent community development work. FidaåÕs partner in Cambodia is Cambodia Global Action (CGA), an NGO owned by the Assemblies of God church of Cambodia (AOG). Fida and CGA work together in the local communities, which provide the partner with hands-on training in community development. The main approach used is that of Community Health Education (CHE). The programme has expanded to over 70 villages and will soon cover up to 130 villages altogether. Through the programme, the partneråÕs capacities in community development grow and the organization will be able to carry out community development projects independently. In addition, CGA will be able to multiply the effect through training local churches on CHE. As a result communities all over Cambodia will be holistically changed."
khm_4346,The Project for Constructing Training Ward at Kampong Cham Provincial Referral Hospital,THE PROJECT FOR CONSTRUCTING TRAINING WARD AT KAMPONG CHAM PROVINCIAL REFERRAL HOSPITAL,"Constructing a training ward at Kampong Cham Provincial Referral Hospital. The facility includes class rooms, waiting room, library, dorm rooms, staff room, storage, kitchen, auditorium, and toilets."
